action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,87717,[],CHEMBL668441,Inhibitory activity against human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,,,CHEMBL1134503,J Med Chem,2001,"{'bei': '13.19', 'le': '0.25', 'lle': '4.97', 'sei': '2.95'}",CHEMBL225072,PEMETREXED,CHEMBL225072,5.64,0,http://www.openphacts.org/units/Nanomolar,105562,=,1,1,=,,IC50,nM,,2300.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,2.3
,,90963,[],CHEMBL663135,Concentration required for 50% inhibition against dihydrofolate reductase of Streptococcus faecium,B,,,BAO_0000190,BAO_0000357,single protein format,N#CCN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,CHEMBL1122470,J Med Chem,1983,"{'bei': '13.24', 'le': '0.25', 'lle': '4.84', 'sei': '3.13'}",CHEMBL34918,,CHEMBL34918,6.34,0,http://www.openphacts.org/units/Nanomolar,305666,=,1,1,=,,IC50,nM,,460.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,M,UO_0000065,,4.6E-7
,,92093,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '23.90', 'le': '0.44', 'lle': '4.40', 'sei': '7.48'}",CHEMBL23447,,CHEMBL23447,6.51,0,http://www.openphacts.org/units/Nanomolar,33114,=,1,1,=,,IC50,nM,,310.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,3.1E-7
,,93111,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '23.72', 'le': '0.45', 'lle': '4.97', 'sei': '7.45'}",CHEMBL278345,,CHEMBL278345,7.17,0,http://www.openphacts.org/units/Nanomolar,33121,=,1,1,=,,IC50,nM,,67.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,6.7E-8
,,93479,[],CHEMBL668278,Inhibitory concentration against dihydrofolate reductase enzyme (DHFR) enzyme isolated from CCRF-CEM human leukemia cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CC(F)(F)CN)C(=O)O)cc1,,,CHEMBL1129353,J Med Chem,1996,"{'bei': '18.69', 'le': '0.36', 'lle': '8.50', 'sei': '4.46'}",CHEMBL83644,,CHEMBL83644,8.89,0,http://www.openphacts.org/units/Nanomolar,153237,=,1,1,=,,IC50,nM,,1.3,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,1.3
,,94090,[],CHEMBL663135,Concentration required for 50% inhibition against dihydrofolate reductase of Streptococcus faecium,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1122470,J Med Chem,1983,"{'bei': '19.63', 'le': '0.37', 'lle': '8.65', 'sei': '4.24'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,8.92,0,http://www.openphacts.org/units/Nanomolar,305667,=,1,1,=,,IC50,nM,,1.2,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,M,UO_0000065,,1.2E-9
,,94613,[],CHEMBL668441,Inhibitory activity against human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1134503,J Med Chem,2001,"{'bei': '19.07', 'le': '0.36', 'lle': '4.31', 'sei': '5.99'}",CHEMBL119,TRIMETREXATE,CHEMBL119,7.05,0,http://www.openphacts.org/units/Nanomolar,105561,=,1,1,=,,IC50,nM,,90.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.09
,,96027,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '22.24', 'le': '0.42', 'lle': '5.12', 'sei': '6.42'}",CHEMBL23609,,CHEMBL23609,6.77,0,http://www.openphacts.org/units/Nanomolar,33118,=,1,1,=,,IC50,nM,,170.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,1.7E-7
,,97048,[],CHEMBL663135,Concentration required for 50% inhibition against dihydrofolate reductase of Streptococcus faecium,B,,,BAO_0000190,BAO_0000357,single protein format,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,CHEMBL1122470,J Med Chem,1983,"{'bei': '13.66', 'le': '0.25', 'lle': '5.33', 'sei': '3.65'}",CHEMBL422395,,CHEMBL422395,6.52,0,http://www.openphacts.org/units/Nanomolar,305665,=,1,1,=,,IC50,nM,,300.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,M,UO_0000065,,3E-7
,,100975,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '25.09', 'le': '0.47', 'lle': '4.36', 'sei': '7.69'}",CHEMBL440946,,CHEMBL440946,7.54,0,http://www.openphacts.org/units/Nanomolar,33105,=,1,1,=,,IC50,nM,,29.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,2.9E-8
,,101105,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C)cc(Cc2cnc(N)nc2N)cc1C,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '24.90', 'le': '0.46', 'lle': '4.57', 'sei': '7.39'}",CHEMBL287553,,CHEMBL287553,6.43,0,http://www.openphacts.org/units/Nanomolar,33115,=,1,1,=,,IC50,nM,,370.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,3.7E-7
,,101113,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C(C)(C)C)cc(Cc2cnc(N)nc2N)cc1C(C)(C)C,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '21.13', 'le': '0.40', 'lle': '3.40', 'sei': '8.31'}",CHEMBL24374,,CHEMBL24374,7.24,0,http://www.openphacts.org/units/Nanomolar,33108,=,1,1,=,,IC50,nM,,58.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,5.8E-8
,,101650,[],CHEMBL668441,Inhibitory activity against human dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1134503,J Med Chem,2001,"{'bei': '15.80', 'le': '0.30', 'lle': '6.91', 'sei': '3.41'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,7.18,0,http://www.openphacts.org/units/Nanomolar,105555,=,1,1,=,,IC50,nM,,66.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.066
,,103163,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,C=CCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '25.80', 'le': '0.48', 'lle': '5.08', 'sei': '7.85'}",CHEMBL24503,,CHEMBL24503,7.70,0,http://www.openphacts.org/units/Nanomolar,33117,=,1,1,=,,IC50,nM,,20.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,2E-8
,,104025,[],CHEMBL879983,Inhibition of Neisseria gonorrhoeae Dihydrofolate reductase(DHFR),B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,,,CHEMBL1124217,J Med Chem,1988,"{'bei': '25.52', 'le': '0.48', 'lle': '4.86', 'sei': '7.46'}",CHEMBL25888,,CHEMBL25888,7.31,0,http://www.openphacts.org/units/Nanomolar,33122,=,1,1,=,,IC50,nM,,49.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,M,UO_0000065,,4.9E-8
,,134130,[],CHEMBL667987,Tested for inhibition against dihydro folate reductase in Pigeon liver,B,,,BAO_0000190,BAO_0000019,assay format,Nc1cc(N)c2cc(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)ccc2c1,,,CHEMBL1121411,J Med Chem,1980,"{'bei': '18.03', 'le': '0.34', 'lle': '5.01', 'sei': '5.04'}",CHEMBL109260,,CHEMBL109260,7.85,0,http://www.openphacts.org/units/Nanomolar,205182,=,1,1,=,,IC50,nM,,14.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,0.014
,,137734,[],CHEMBL667987,Tested for inhibition against dihydro folate reductase in Pigeon liver,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1121411,J Med Chem,1980,"{'bei': '16.69', 'le': '0.31', 'lle': '7.32', 'sei': '3.60'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,7.58,0,http://www.openphacts.org/units/Nanomolar,205183,=,1,1,=,,IC50,nM,,26.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,0.026
,,197068,[],CHEMBL668427,"Compound was tested for its inhibitory activity against dihydrofolate reductase (DHFR), isolated from MTX-resistant WI-L2 cells",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1124406,J Med Chem,1989,"{'bei': '16.94', 'le': '0.32', 'lle': '7.43', 'sei': '3.66'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,7.70,0,http://www.openphacts.org/units/Nanomolar,290881,=,1,1,=,,IC50,nM,,20.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.02
,,203057,[],CHEMBL669277,Compound was evaluated for its inhibitory activity against human Dihydrofolate reductase,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCC(NC(=O)c1ccc(NCc2ccc3nc(N)nc(O)c3c2Cl)cc1)C(=O)O,,,CHEMBL1126177,J Med Chem,1992,"{'bei': '13.87', 'le': '0.27', 'lle': '4.27', 'sei': '3.61'}",CHEMBL288142,,CHEMBL288142,6.37,1,http://www.openphacts.org/units/Nanomolar,105788,=,1,1,=,,IC50,nM,,430.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,0.43
,,209785,[],CHEMBL668085,Tested for inhibitory activity against dihydrofolate reductase in human,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(Cc2sc3nc(N)nc(N)c3c2C)c1,,,CHEMBL1126852,J Med Chem,1993,"{'bei': '18.57', 'le': '0.36', 'lle': '3.37', 'sei': '6.37'}",CHEMBL104787,,CHEMBL104787,6.14,0,http://www.openphacts.org/units/Nanomolar,197546,=,1,1,=,,IC50,nM,,730.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.73
,,210223,[],CHEMBL669278,Compound was evaluated for the inhibition of dihydrofolate reductase obtained from human,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCC(NC(=O)c1ccc(NCC2CNc3nc(N)nc(O)c3C2)cc1)C(=O)O,,,CHEMBL1126177,J Med Chem,1992,"{'bei': '13.27', 'le': '0.25', 'lle': '5.32', 'sei': '3.02'}",CHEMBL289923,,CHEMBL289923,5.70,0,http://www.openphacts.org/units/Nanomolar,105786,=,1,1,=,,IC50,nM,,2000.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,I50,uM,UO_0000065,,2.0
,,214413,[],CHEMBL668085,Tested for inhibitory activity against dihydrofolate reductase in human,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(OC)c(-c2sc3nc(N)nc(N)c3c2C)c1,,,CHEMBL1126852,J Med Chem,1993,"{'bei': '19.36', 'le': '0.38', 'lle': '3.27', 'sei': '6.36'}",CHEMBL323960,,CHEMBL323960,6.12,0,http://www.openphacts.org/units/Nanomolar,197527,=,1,1,=,,IC50,nM,,750.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.75
,,220405,[],CHEMBL668085,Tested for inhibitory activity against dihydrofolate reductase in human,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,,CHEMBL1126852,J Med Chem,1993,"{'bei': '23.97', 'le': '0.45', 'lle': '6.11', 'sei': '7.53'}",CHEMBL119,TRIMETREXATE,CHEMBL119,8.85,0,http://www.openphacts.org/units/Nanomolar,197541,=,1,1,=,,IC50,nM,,1.4,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,0.0014
,,226132,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,C=C(CC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '17.57', 'le': '0.33', 'lle': '7.76', 'sei': '3.89'}",CHEMBL65616,,CHEMBL65616,8.19,0,http://www.openphacts.org/units/Nanomolar,130283,=,1,1,=,,IC50,nM,,6.4,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,6.4
,,232630,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CCc3ccc(C(=O)NC(C(=O)O)C(O)CC(=O)O)cc3)cnc2n1,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '18.07', 'le': '0.34', 'lle': '8.84', 'sei': '3.62'}",CHEMBL73267,,CHEMBL73267,8.23,0,http://www.openphacts.org/units/Nanomolar,130290,=,1,1,=,,IC50,nM,,5.9,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,5.9
,,232635,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,C=C(CC(NC(=O)c1ccc(C(CC)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '17.18', 'le': '0.32', 'lle': '6.71', 'sei': '3.97'}",CHEMBL308279,,CHEMBL308279,8.24,0,http://www.openphacts.org/units/Nanomolar,130284,=,1,1,=,,IC50,nM,,5.8,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,5.8
,,235090,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '18.50', 'le': '0.35', 'lle': '8.14', 'sei': '3.99'}",CHEMBL34259,METHOTREXATE,CHEMBL34259,8.41,1,http://www.openphacts.org/units/Nanomolar,130287,=,1,1,=,,IC50,nM,,3.9,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,3.9
,,244373,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(C(=O)O)C(O)CC(=O)O)cc1,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '17.59', 'le': '0.33', 'lle': '9.04', 'sei': '3.59'}",CHEMBL307820,,CHEMBL307820,8.28,0,http://www.openphacts.org/units/Nanomolar,130282,=,1,1,=,,IC50,nM,,5.3,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,5.3
,,244381,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,C=C(CC(NC(=O)c1ccc(CCc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)O)C(=O)O,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '17.84', 'le': '0.33', 'lle': '7.48', 'sei': '3.89'}",CHEMBL307486,,CHEMBL307486,8.06,0,http://www.openphacts.org/units/Nanomolar,130289,=,1,1,=,,IC50,nM,,8.8,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,8.8
,,259407,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '17.88', 'le': '0.34', 'lle': '6.99', 'sei': '4.03'}",CHEMBL296373,EDATREXATE,CHEMBL296373,8.36,0,http://www.openphacts.org/units/Nanomolar,130285,=,1,1,=,,IC50,nM,,4.4,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,4.4
,,264750,[],CHEMBL668094,Compound was tested for its inhibitory activity on Recombinant Human Dihydrofolate Reductase.,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(N)c2nc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,,,CHEMBL1125907,J Med Chem,1991,"{'bei': '19.09', 'le': '0.36', 'lle': '7.97', 'sei': '4.05'}",CHEMBL293263,,CHEMBL293263,8.39,0,http://www.openphacts.org/units/Nanomolar,130288,=,1,1,=,,IC50,nM,,4.1,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,nM,UO_0000065,,4.1
,,265905,[],CHEMBL668093,Compound was evaluated for Dihydrofolate Reductase (DHFR) inhibition,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1cnc2ncnc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,,CHEMBL1125867,J Med Chem,1991,"{'bei': '11.88', 'le': '0.22', 'lle': '4.53', 'sei': '2.83'}",CHEMBL74422,,CHEMBL74422,5.22,0,http://www.openphacts.org/units/Nanomolar,136194,=,1,1,=,,IC50,nM,,6000.0,CHEMBL202,Homo sapiens,Dihydrofolate reductase,9606,,,IC50,uM,UO_0000065,,6.0
